#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-24T00:21:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e2a37fe0bc3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5e2a37fe0bc3&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=GLON&-out=GLAT&-out=Vmag&-out=B-V&-out=SpType&-out=RadVel&-out=RotVel&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=HD
#-out=ADS
#-out=VarID
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=Vmag
#-out=B-V
#-out=SpType
#-out=RadVel
#-out=RotVel
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F6.2)	?Galactic longitude (1)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	?Galactic latitude (1)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	RadVel	(I4)	? Heliocentric Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	RotVel	(I3)	? Rotational velocity, v sin i	[ucd=phys.veloc.rotat]
_RAJ2000;_DEJ2000;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;GLON;GLAT;Vmag;B-V;SpType;RadVel;RotVel
190.317500;-13.015000;4822;          ;110318; 8627; 5855    ;12 41 16.2;-13 00 54;299.10; 49.78; 5.98; 0.42;  F5V               ; -11;
190.485833;-59.685833;4823;          ;110335;     ; 5858    ;12 41 56.6;-59 41 09;301.73;  3.16; 4.93;-0.04;  B6IVe             ;  13;185
190.393333;+10.426389;4824; 27    Vir;110377;     ;GG Vir   ;12 41 34.4;+10 25 35;294.55; 73.14; 6.19; 0.19;  A7Vn              ;   9;153
190.415000; -1.449444;4825; 29Gam Vir;110379; 8630; 5859    ;12 41 39.6;-01 26 58;297.85; 61.33; 3.65; 0.36;  F0V               ; -20; 28
190.415000; -1.449444;4826; 29Gam Vir;110380; 8630; 5859    ;12 41 39.6;-01 26 58;297.85; 61.33; 3.68;     ;  F0V               ; -20; 30
190.455000;-19.758611;4827;          ;110385;     ;         ;12 41 49.2;-19 45 31;299.84; 43.06; 6.03; 0.39;  F3-5III           ;  -3; 82
190.471250;+10.235556;4828; 30Rho Vir;110411;     ;Rho Vir  ;12 41 53.1;+10 14 08;294.88; 72.96; 4.88; 0.09;  A0V               ;   2;173
190.487917; +6.806667;4829; 31    Vir;110423; 8633; 5867    ;12 41 57.1;+06 48 24;296.18; 69.55; 5.59; 0.00;  A2V               ;   4;136
190.709583;-63.058611;4830;          ;110432;     ;BZ Cru   ;12 42 50.3;-63 03 31;301.96; -0.20; 5.31; 0.27;  B1IIIe            ;  35;275
190.647500;-48.813056;4831;          ;110458;     ;         ;12 42 35.4;-48 48 47;301.43; 14.03; 4.66; 1.09;  K0III             ; -12;
190.706667;-55.947222;4832;          ;110461;     ;         ;12 42 49.6;-55 56 50;301.72;  6.90; 6.08;-0.03;  B9V               ;  15;
190.391250;+62.713056;4833; 76    UMa;110462;     ;         ;12 41 33.9;+62 42 47;124.87; 54.38; 6.07; 0.01;  A2III             ;  -4;
190.787917;-56.176111;4834;          ;110506;     ;         ;12 43 09.1;-56 10 34;301.77;  6.68; 6.00;-0.08;  B7-8V             ;  10;
190.867500;-58.903056;4835;          ;110532;     ;         ;12 43 28.2;-58 54 11;301.90;  3.95; 6.40; 1.09;  K0-1III           ;  17;
190.859583;-40.177778;4836;          ;110575;     ;         ;12 43 26.3;-40 10 40;301.28; 22.67; 6.44; 0.25;  A8V:              ;  -5;
190.908750; -1.576944;4837;          ;110646;     ;         ;12 43 38.1;-01 34 37;298.88; 61.23; 5.93; 0.86;  G8IIIp            ;   1;
190.994583;-36.349167;4838;          ;110653;     ;         ;12 43 58.7;-36 20 57;301.25; 26.50; 6.39;-0.06;  A0V               ;  -1;
191.002083;-28.323889;4839;          ;110666;     ;         ;12 44 00.5;-28 19 26;300.95; 34.52; 5.48; 1.34;  K4III             ;   7;
190.767500;+61.155556;4840;          ;110678;     ;Var      ;12 43 04.2;+61 09 20;124.73; 55.94; 6.38; 1.26;  K0                ;  -6;
191.257083;-68.831111;4841;          ;110716;     ;         ;12 45 01.7;-68 49 52;302.35; -5.97; 6.16; 0.69;  F6Ia              ;  -3;
191.407917;-60.981111;4842;   Iot Cru;110829;     ;         ;12 45 37.9;-60 58 52;302.23;  1.88; 4.69; 1.05;  K0III             ;   7;
191.112917;+44.103056;4843;          ;110834;     ;         ;12 44 27.1;+44 06 11;127.22; 72.97; 6.33; 0.43;  F6IV              ; -16;127
191.570417;-68.108056;4844;   Bet Mus;110879;     ;         ;12 46 16.9;-68 06 29;302.45; -5.24; 3.05;-0.18;  B2.5V             ;  42;184
191.247917;+39.278889;4845; 10    CVn;110897;     ;         ;12 44 59.5;+39 16 44;128.81; 77.78; 5.95; 0.55;  G0V               ;  81;  1
191.282500;+45.440278;4846;          ;110914;     ;Y CVn    ;12 45 07.8;+45 26 25;126.45; 71.65; 4.99; 2.54;  C7I               ;  12;
191.404583; +7.673333;4847; 32    Vir;110951;     ;FM Vir   ;12 45 37.1;+07 40 24;298.61; 70.50; 5.22; 0.33;  F0IIIm            ;  -9; 66
191.594583;-56.488889;4848;          ;110956;     ;         ;12 46 22.7;-56 29 20;302.23;  6.38; 4.65;-0.16;  B3V               ;  17; 66
191.593750; +9.540000;4849; 33    Vir;111028;     ;         ;12 46 22.5;+09 32 24;298.79; 72.38; 5.67; 0.99;  K1III-IV          ;  52;
191.691667;-33.315556;4850;          ;111032;     ;         ;12 46 46.0;-33 18 56;301.81; 29.55; 5.86; 1.34;  K3III             ;  31;
191.661250;+16.577500;4851; 27    Com;111067;     ;         ;12 46 38.7;+16 34 39;296.68; 79.39; 5.12; 1.35;  K3III             ;  53; 17
191.108333;+80.621111;4852;          ;111112;     ;         ;12 44 26.0;+80 37 16;123.29; 36.50; 6.40; 0.12;  A5m               ; -28; 30
191.930000;-59.688611;4853;   Bet Cru;111123;     ;Bet Cru  ;12 47 43.2;-59 41 19;302.46;  3.18; 1.25;-0.23;  B0.5III           ;  16; 38
191.759583; +5.950833;4854;          ;111133;     ;EP Vir   ;12 47 02.3;+05 57 03;299.90; 68.80; 6.34;-0.05;  A0pSrEuCr         ;  16; 10
191.806667;+11.958056;4855; 34    Vir;111164;     ;         ;12 47 13.6;+11 57 29;299.00; 74.80; 6.07; 0.12;  A3V               ;  -2;120
191.889167; -6.301944;4856;          ;111199;     ;         ;12 47 33.4;-06 18 07;301.18; 56.56; 6.26; 0.55;  F7V               ;  13; 12
191.973750;-24.851667;4857;          ;111226;     ;         ;12 47 53.7;-24 51 06;301.91; 38.01; 6.44;-0.06;  B8III             ;  49;
191.964167; +3.572778;4858; 35    Vir;111239;     ; 5947    ;12 47 51.4;+03 34 22;300.70; 66.43; 6.41; 1.60;  M3IIIb            ;   8;
191.828750;+62.780833;4859;          ;111270;     ;         ;12 47 18.9;+62 46 51;123.74; 54.34; 5.89;     ;  A9V               ; -11;106
192.110000;-27.597500;4860;          ;111295;     ;         ;12 48 26.4;-27 35 51;302.12; 35.27; 5.66; 0.95;  G5III-IV          ; -10;
192.059583;+13.553056;4861; 28    Com;111308;     ;         ;12 48 14.3;+13 33 11;299.63; 76.40; 6.56; 0.01;  A1V               ;   0;130
192.437083;-71.986389;4862;          ;111315;     ;         ;12 49 44.9;-71 59 11;302.80; -9.11; 5.55; 1.17;  G8Ib-II           ;  -7;
191.893333;+66.790278;4863;  7    Dra;111335;     ;         ;12 47 34.4;+66 47 25;123.53; 50.33; 5.43; 1.56; gK5                ;   8;
192.195833;+24.840278;4864;          ;111395;     ;         ;12 48 47.0;+24 50 25;288.28; 87.64; 6.31; 0.70;  G7V               ;  -8;
192.225833;+14.122500;4865; 29    Com;111397;     ;         ;12 48 54.2;+14 07 21;300.20; 76.98; 5.70; 0.02;  A1V               ;  -8;145
192.174167;+48.466944;4866; 11    CVn;111421;     ;         ;12 48 41.8;+48 28 01;124.18; 68.66; 6.27; 0.18;  A6m               ;  -2; 37
192.164167;+60.320000;4867;          ;111456;     ;         ;12 48 39.4;+60 19 12;123.56; 56.81; 5.85; 0.46;  F5V               ; -12; 36
192.550000;-60.400833;4868;          ;111463;     ;         ;12 50 12.0;-60 24 03;302.78;  2.47; 6.75; 0.35;  A3II              ;  -9;
192.322500;+27.552222;4869; 30    Com;111469; 8674;         ;12 49 17.4;+27 33 08;171.10; 89.36; 5.78; 0.03;  A2V               ;   0;
193.744167;-85.123333;4870;   Iot Oct;111482;     ;         ;12 54 58.6;-85 07 24;303.01;-22.25; 5.46; 1.02;  K0III             ;  53;
192.581667;-48.459722;4871;          ;111519;     ;         ;12 50 19.6;-48 27 35;302.74; 14.41; 6.24; 0.05;  A0V               ; -17;
192.741250;-52.787500;4872;          ;111588;     ;         ;12 50 57.9;-52 47 15;302.86; 10.08; 5.73; 0.13;  A5V               ;  -7;
192.572500;+22.863333;4873;          ;111591;     ;         ;12 50 17.4;+22 51 48;299.36; 85.73; 6.43; 1.00;  K0III             ;   6;
192.671667;-33.999444;4874;          ;111597;     ;         ;12 50 41.2;-33 59 58;302.75; 28.87; 4.91;-0.04;  A0IV              ;   4;178
192.544583;+37.516944;4875;          ;111604;     ; 5983    ;12 50 10.7;+37 31 01;124.31; 79.61; 5.89; 0.15;  A3V               ; -14;183
192.824167;-60.329722;4876;          ;111613;     ; 5991    ;12 51 17.8;-60 19 47;302.91;  2.54; 5.72; 0.38;  A2Iabe            ; -21; 18
192.845417;-10.338333;4877;          ;111720; 8684; 5994    ;12 51 22.9;-10 20 18;302.91; 52.53; 6.41; 1.02;  G8III             ; -17;
192.903750; +3.056667;4878; 37    Vir;111765;     ;         ;12 51 36.9;+03 03 24;303.04; 65.93; 6.02; 1.29; gK4                ;   3;
192.986667;-39.680833;4879;          ;111774;     ; 5999    ;12 51 56.8;-39 40 51;303.04; 23.19; 5.98;-0.10;  B8V               ;   5;
193.022083;-48.094167;4880;          ;111775;     ;         ;12 52 05.3;-48 05 39;303.05; 14.78; 6.33; 0.03;  A0IV              ;  -2; 49
192.991250;-26.738056;4881;          ;111786;     ;         ;12 51 57.9;-26 44 17;303.08; 36.13; 6.15; 0.23;  A0III             ; -18;
193.102500;-53.829444;4882;          ;111790;     ;         ;12 52 24.6;-53 49 46;303.08;  9.04; 6.24; 1.13;  G8Ib-II           ; -23;
192.924583;+27.540556;4883; 31    Com;111812;     ;Var?     ;12 51 41.9;+27 32 26;114.93; 89.58; 4.94; 0.67;  G0III             ;  -1; 77
193.051250;+17.073889;4884; 32    Com;111862;     ;         ;12 52 12.3;+17 04 26;303.98; 79.94; 6.32; 1.59;  M0III             ;  -1;
193.266250;-54.952500;4885;          ;111884;     ;         ;12 53 03.9;-54 57 09;303.17;  7.92; 5.93; 1.31;  K2III             ;  -9;
193.115000;+16.122500;4886;          ;111893;     ;         ;12 52 27.6;+16 07 21;304.22; 78.99; 6.30; 0.16;  A7V               ; -27;214
193.340833;-60.328611;4887;          ;111904;     ; 6008    ;12 53 21.8;-60 19 43;303.17;  2.54; 5.76; 0.33;  B9Ia              ; -19; 81
193.278750;-48.943333;4888;          ;111915;     ;         ;12 53 06.9;-48 56 36;303.22; 13.93; 4.33; 1.37;  K3-4III           ;  -2;
193.359167;-40.178889;4889;          ;111968;     ;         ;12 53 26.2;-40 10 44;303.34; 22.69; 4.27; 0.21;  A7III             ;  -3; 81
193.454583;-60.376944;4890;   Kap Cru;111973;     ;         ;12 53 49.1;-60 22 37;303.23;  2.49; 5.90; 0.20;  B5Ia              ;  -4;  0
193.296667; -3.553056;4891; 38    Vir;111998;     ;         ;12 53 11.2;-03 33 11;303.79; 59.32; 6.11; 0.50;  F5V               ;  -7;
192.277500;+83.418056;4892;          ;112014; 8682;         ;12 49 06.6;+83 25 05;123.01; 33.71; 5.85;-0.06;  A0V+A2V           ;   1; 17
192.306667;+83.412778;4893;          ;112028; 8682;         ;12 49 13.6;+83 24 46;123.01; 33.72; 5.28;-0.03;  A1IIIShell        ;   2;275
193.324167;+21.245000;4894; 35    Com;112033; 8695;         ;12 53 17.8;+21 14 42;307.21; 84.10; 4.90; 0.90;  G8III+F6V         ;  -7; 17
193.591667;-58.430556;4895;          ;112044;     ;S Cru    ;12 54 22.0;-58 25 50;303.32;  4.44; 6.58; 0.76;  F7Ib-II           ;  -7;
193.408750; -4.223889;4896;          ;112048;     ;         ;12 53 38.1;-04 13 26;303.98; 58.64; 6.44; 1.10;  K0                ;  37;
193.663333;-59.146667;4897;   Lam Cru;112078;     ;Lam Cru  ;12 54 39.2;-59 08 48;303.35;  3.72; 4.62;-0.15;  B4Vne             ;  12;317
193.648333;-57.177778;4898;   Mu 1Cru;112092;     ;         ;12 54 35.6;-57 10 40;303.36;  5.69; 4.03;-0.17;  B2IV-V            ;  14; 48
193.653333;-57.168333;4899;   Mu 2Cru;112091;     ;Mu2 Cru  ;12 54 36.8;-57 10 06;303.37;  5.70; 5.17;-0.12;  B5Vne             ;  19;201
193.457083;+12.418611;4900; 41    Vir;112097;     ;         ;12 53 49.7;+12 25 07;305.23; 75.28; 6.25; 0.27;  A7III             ; -10; 67
193.577917;-11.648611;4901;          ;112131;     ; 6019    ;12 54 18.7;-11 38 55;304.06; 51.22; 6.00; 0.08;  A2V               ; -24;
193.588333; -9.538889;4902; 40Psi Vir;112142;     ;Psi Vir  ;12 54 21.2;-09 32 20;304.14; 53.33; 4.79; 1.60;  M3-IIICa-1        ;  18;
193.743750;-44.151944;4903;          ;112164;     ;         ;12 54 58.5;-44 09 07;303.61; 18.72; 5.89; 0.64;  G1V               ;  32;
193.554583;+33.534444;4904;          ;112171;     ;         ;12 54 13.1;+33 32 04;117.74; 83.57; 6.26; 0.20;  A7IV              ;   5;127
193.507083;+55.959722;4905; 77Eps UMa;112185;     ;Eps UMa  ;12 54 01.7;+55 57 35;122.18; 61.16; 1.77;-0.02;  A0pCr             ;  -9; 38
193.830833;-42.915833;4906;          ;112213;     ;         ;12 55 19.4;-42 54 57;303.69; 19.95; 5.47; 1.68;  M0III             ;  -7;
194.131250;-72.185278;4907;          ;112219;     ;         ;12 56 31.5;-72 11 07;303.33; -9.32; 5.93; 1.13;  G8III             ;  10;
193.987500;-56.836111;4908;          ;112244;     ; 6024    ;12 55 57.0;-56 50 10;303.55;  6.03; 5.32; 0.01;  O9Ib              ;  18;145
193.735417;+47.196667;4909;          ;112264;     ;TU CVn   ;12 54 56.5;+47 11 48;121.20; 69.92; 5.84; 1.55;  M5III             ; -17;
193.900833; +3.397500;4910; 43Del Vir;112300;     ; 6026    ;12 55 36.2;+03 23 51;305.53; 66.25; 3.38; 1.58;  M3+III            ; -18;
193.972083;-15.326944;4911;          ;112304;     ;         ;12 55 53.3;-15 19 37;304.52; 47.53; 6.17; 0.00;  A0Vn              ;  -3;148
194.125417;-26.460278;4912;          ;112374;     ;LN Hya   ;12 56 30.1;-26 27 37;304.34; 36.40; 6.62; 0.68;  F3Ia              ; -24;
194.268333;-51.198611;4913;          ;112409;     ;         ;12 57 04.4;-51 11 55;303.83; 11.66; 5.16;-0.06;  B8-9V             ;  25;255
194.001667;+38.314722;4914; 12Alp1CVn;112412; 8706;         ;12 56 00.4;+38 18 53;118.31; 78.77; 5.60; 0.34;  F0V               ;  -3;  8
194.007083;+38.318333;4915; 12Alp2CVn;112413; 8706;Alp2 CVn ;12 56 01.7;+38 19 06;118.29; 78.77; 2.90;-0.12;  A0pSiEuHg         ;  -3; 29
193.868750;+65.438611;4916;  8    Dra;112429;     ;         ;12 55 28.5;+65 26 19;122.26; 51.68; 5.24; 0.28;  F0V               ;   9;132
194.073333;+54.099444;4917;          ;112486; 8710;         ;12 56 17.6;+54 05 58;121.36; 63.01; 5.82; 0.19;  A5m               ;  -5; 20
194.388333;-22.753889;4918;          ;112519;     ;         ;12 57 33.2;-22 45 14;304.78; 40.10; 6.31; 1.07;  G5                ;   3;
194.282083;+46.176944;4919;          ;112570;     ;         ;12 57 07.7;+46 10 37;119.92; 70.92; 6.12; 1.01;  K0III-IV          ;   7;
194.730833;+17.409444;4920; 36    Com;112769;     ; 6046    ;12 58 55.4;+17 24 34;313.41; 80.13; 4.78; 1.56;  M1-IIIb           ;  -2;
194.914583; -3.811944;4921; 44    Vir;112846; 8727;         ;12 59 39.5;-03 48 43;306.92; 59.00; 5.79; 0.18;  A3V               ; -18;
195.135833;-33.505278;4922;          ;112935;     ;         ;13 00 32.6;-33 30 19;305.11; 29.33; 6.02; 0.38;  F0V               ; -23;
195.567500;-71.548889;4923;   Del Mus;112985;     ;         ;13 02 16.2;-71 32 56;303.80; -8.69; 3.62; 1.18;  K2III             ;  37;
195.068750;+30.785000;4924; 37    Com;112989; 8731;Var?     ;13 00 16.5;+30 47 06; 95.60; 85.86; 4.90; 1.17;  G9IIICH-2Fe1Ca1   ; -13; 19
195.149583; -3.368611;4925; 46    Vir;112992; 8732; 6053    ;13 00 35.9;-03 22 07;307.43; 59.42; 5.99; 1.12;  K2III             ;  23;
195.161667;+18.373056;4926;          ;113022; 8735;         ;13 00 38.8;+18 22 23;317.04; 80.99; 6.20; 0.42;  F6V s             ;   1; 20
194.697083;+75.472500;4927;          ;113049;     ;         ;12 58 47.3;+75 28 21;122.32; 41.65; 6.01; 0.99;  K0III             ; -15;
194.979583;+66.597222;4928;  9    Dra;113092;     ;         ;12 59 55.1;+66 35 50;121.60; 50.51; 5.32; 1.29;  K2III             ; -30; 17
195.290000;+17.123056;4929; 38    Com;113095;     ;         ;13 01 09.6;+17 07 23;316.09; 79.75; 5.96; 0.96;  K0III             ;  -6;
195.771667;-71.476111;4930;          ;113120;     ; 6063    ;13 03 05.2;-71 28 34;303.87; -8.63; 6.03; 0.05;  B1.5IIIne         ;  -5;300
195.182500;+56.366389;4931; 78    UMa;113139; 8739; 6058    ;13 00 43.8;+56 21 59;120.30; 60.71; 4.93; 0.36;  F2V               ; -10; 92
195.544167;+10.959167;4932; 47Eps Vir;113226;     ; 6064    ;13 02 10.6;+10 57 33;312.34; 73.63; 2.83; 0.94;  G8IIIab           ; -14; 17
195.888333;-49.527222;4933;   Xi 1Cen;113314;     ;         ;13 03 33.2;-49 31 38;304.95; 13.30; 4.85; 0.02;  A0V               ;   0;185
195.445000;+63.610278;4934;          ;113337;     ;         ;13 01 46.8;+63 36 37;121.00; 53.48; 6.00; 0.41;  F6V               ; -11;  6
195.942083;-20.583056;4935;          ;113415; 8757;         ;13 03 46.1;-20 34 59;306.83; 42.20; 5.58; 0.56;  F7V               ;  34;
195.668333;+59.716111;4936;          ;113436;     ;         ;13 02 40.4;+59 42 58;120.31; 57.35; 6.53; 0.05;  A3Vn              ; -23;200
195.976667; -3.663333;4937; 48    Vir;113459; 8759;         ;13 03 54.4;-03 39 48;308.99; 59.06; 6.59; 0.29;  F0V               ;   3;109
196.200417;-41.196667;4938;          ;113523;     ;V789 Cen ;13 04 48.1;-41 11 48;305.64; 21.61; 6.26; 1.68;  M3-4III           ; -33;
196.378333;-52.115000;4939;          ;113602;     ; 6084    ;13 05 30.8;-52 06 54;305.13; 10.70; 6.43; 1.70;  M1III             ; -31;
196.569583;-48.463611;4940;          ;113703;     ;         ;13 06 16.7;-48 27 49;305.47; 14.34; 4.71;-0.14;  B5V               ;   6;189
196.646250;-41.588611;4941;          ;113778;     ; 6092    ;13 06 35.1;-41 35 19;305.97; 21.19; 5.59; 1.05;  K0II-III          ;   2;
196.727500;-49.906111;4942;   Xi 2Cen;113791;     ;         ;13 06 54.6;-49 54 22;305.49; 12.89; 4.27;-0.19;  B1.5V             ;  14; 51
196.435417;+35.798889;4943; 14    CVn;113797;     ; 6089    ;13 05 44.5;+35 47 56;104.46; 80.81; 5.25;-0.08;  B9V               ; -13;175
196.850833;-59.860556;4944;          ;113823;     ;         ;13 07 24.2;-59 51 38;304.94;  2.95; 5.99; 0.48;  F8-G2+B9IV        ;   4;
196.467917;+45.268611;4945;          ;113847; 8775;         ;13 05 52.3;+45 16 07;114.85; 71.63; 5.63; 1.13;  K1III             ; -20;
196.588333;+21.153333;4946; 39    Com;113848;     ;         ;13 06 21.2;+21 09 12;333.39; 83.13; 5.99; 0.39;  F4V               ;   1; 30
196.726250;-35.861944;4947;          ;113852;     ;         ;13 06 54.3;-35 51 43;306.44; 26.91; 6.54;-0.02;  A0IV-III          ;  16; 49
196.542500;+29.029444;4948;          ;113865; 8777;         ;13 06 10.2;+29 01 46; 64.11; 86.23; 6.54; 0.05;  A3IV              ;   5;
196.594167;+22.616111;4949; 40    Com;113866;     ;FS Com   ;13 06 22.6;+22 36 58;340.64; 84.36; 5.60; 1.59;  M5III             ;  -5;
196.207083;+73.025278;4950;          ;113889; 8772;         ;13 04 49.7;+73 01 31;121.57; 44.07; 6.31;     ;  F0V               ; -16; 90
196.909583;-53.459722;4951;          ;113902;     ;         ;13 07 38.3;-53 27 35;305.37;  9.34; 5.71;-0.07;  B8V               ;  22;
197.029167;-65.306389;4952;   The Mus;113904;     ;The Mus  ;13 08 07.0;-65 18 23;304.67; -2.49; 5.51;-0.02;  B0Ia+WC5:         ; -28;106
196.594583;+62.041944;4953;          ;113994;     ;         ;13 06 22.7;+62 02 31;119.88; 55.00; 6.14; 0.99;  G7III             ;  15;
196.794583;+27.624722;4954; 41    Com;113996;     ;         ;13 07 10.7;+27 37 29; 41.94; 86.47; 4.80; 1.48;  K5III             ; -16; 17
196.974167;-10.740278;4955; 49    Vir;114038;     ;         ;13 07 53.8;-10 44 25;309.50; 51.92; 5.19; 1.14;  K2III             ;  -9; 19
196.973333;+27.555833;4956;          ;114092;     ;         ;13 07 53.6;+27 33 21; 40.56; 86.32; 6.19; 1.36;  K4III             ;  -9;
197.135417; -8.984444;4957;          ;114113;     ;         ;13 08 32.5;-08 59 04;310.07; 53.65; 5.55; 1.18;  K3III             ;  16;
197.263750;-23.118056;4958; 45Psi Hya;114149;     ;         ;13 09 03.3;-23 07 05;308.19; 39.57; 4.95; 1.05;  K1III             ; -19;
197.310000; -9.538333;4959;          ;114203;     ;         ;13 09 14.4;-09 32 18;310.25; 53.08; 6.32; 1.02;  K0                ;   0;
197.301667;+10.022222;4960;          ;114256;     ;         ;13 09 12.4;+10 01 20;317.53; 72.39; 5.78; 1.00;  K0III             ;   0;
197.438750;-10.329444;4961; 50    Vir;114287;     ; 6114    ;13 09 45.3;-10 19 46;310.31; 52.28; 5.94; 1.49;  K5III             ;  -7;
197.449167;+16.848611;4962;          ;114326;     ;         ;13 09 47.8;+16 50 55;326.33; 78.88; 5.91; 1.45;  K5III             ; -17;
197.487500; -5.538889;4963; 51The Vir;114330; 8801;         ;13 09 57.0;-05 32 20;311.42; 57.03; 4.38;-0.01;  A1IV s+Am         ;  -3; 15
197.411250;+37.423056;4964;          ;114357;     ;         ;13 09 38.7;+37 25 23;103.61; 79.01; 6.02; 1.15;  K3III             ; -19;
197.743333;-52.566944;4965;          ;114365;     ;V824 Cen ;13 10 58.4;-52 34 01;305.95; 10.19; 6.06;-0.09;  ApSi              ;  26; 76
197.965000;-69.941944;4966;          ;114371;     ;         ;13 11 51.6;-69 56 31;304.69; -7.14; 5.91; 0.42;  F3IV-V            ;   7;
197.425000;+38.533889;4967; 15    CVn;114376; 8805;         ;13 09 42.0;+38 32 02;105.55; 77.97; 6.28;-0.12;  B7III             ;  -6;125
197.497083;+17.529444;4968; 42Alp Com;114378; 8804; 6116    ;13 09 59.3;+17 31 46;327.96; 79.49; 5.22; 0.45;  F5V               ; -18; 28
197.497083;+17.529444;4969; 42Alp Com;114379; 8804; 6116    ;13 09 59.3;+17 31 46;327.96; 79.49; 5.22;     ;  F5V               ; -18;
197.786667;-42.233056;4970;          ;114435;     ;         ;13 11 08.8;-42 13 59;306.83; 20.49; 5.79; 0.52;  F7IV              ; -11;
197.513333;+38.498889;4971; 17    CVn;114447; 8805;         ;13 10 03.2;+38 29 56;105.17; 77.98; 5.91; 0.29;  A9III-IV          ;   0; 77
197.971250;-63.302778;4972;          ;114461;     ;         ;13 11 53.1;-63 18 10;305.23; -0.52; 6.33; 0.44;  A8II-III          ;  -3;
197.846667;-43.368889;4973;          ;114474;     ;         ;13 11 23.2;-43 22 08;306.77; 19.35; 5.25; 1.05;  K1-2III           ;  -9;
197.459167;+62.229167;4974;          ;114504;     ;         ;13 09 50.2;+62 13 45;119.22; 54.77; 6.54;-0.02;  A1V               ; -17; 68
198.072500;-59.920833;4975;          ;114529;     ;V831 Cen ;13 12 17.4;-59 55 15;305.55;  2.85; 4.60;-0.08;  B8V               ;  12;216
198.571667;-78.447222;4976;          ;114533;     ;         ;13 14 17.2;-78 26 50;304.12;-15.63; 5.85; 1.07;  F8Ib              ; -18;
198.203750;-66.226944;4977;          ;114570;     ;         ;13 12 48.9;-66 13 37;305.09; -3.44; 5.90; 0.06;  A0Vm:             ;   9;
197.913333;-26.551667;4978;          ;114576;     ;         ;13 11 39.2;-26 33 06;308.53; 36.10; 6.50; 0.19;  A5Vn              ; -21;177
198.013333;-37.803056;4979;          ;114613;     ;         ;13 12 03.2;-37 48 11;307.43; 24.89; 4.85; 0.70;  G3V               ; -15;
198.233333;-59.816667;4980;          ;114630;     ;         ;13 12 56.0;-59 49 00;305.63;  2.94; 6.16; 0.60;  G0V               ;  16;
198.014583;-16.198611;4981; 53    Vir;114642;     ; 6136    ;13 12 03.5;-16 11 55;310.12; 46.39; 5.04; 0.46;  F5III-IV          ; -14; 15
